id_alumno,id_periodo,nivel_riesgo,puntaje_riesgo,descripcion,recomendacion,atendida,modelo_version,factores_json,explicacion,estado_seguimiento,responsable_id,revisado_en
355,1,Bajo,9.1,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 9.1, ""detalle"": ""Promedio=91.91, Reprobadas=0""}]","Promedio=91.91, Reprobadas=0, Tendencia=Mejora",Pendiente,,
357,1,Critico,87.68,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 87.68, ""detalle"": ""Promedio=55.03, Reprobadas=6""}]","Promedio=55.03, Reprobadas=6, Tendencia=Mejora",Pendiente,,
358,1,Medio,48.16,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 48.16, ""detalle"": ""Promedio=81.04, Reprobadas=3""}]","Promedio=81.04, Reprobadas=3, Tendencia=Mejora",Pendiente,,
360,1,Medio,35.93,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 35.93, ""detalle"": ""Promedio=74.02, Reprobadas=2""}]","Promedio=74.02, Reprobadas=2, Tendencia=Mejora",Pendiente,,
364,1,Medio,34.69,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 34.69, ""detalle"": ""Promedio=68.55, Reprobadas=3""}]","Promedio=68.55, Reprobadas=3, Tendencia=Mejora",Pendiente,,
365,1,Critico,78.84,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 78.84, ""detalle"": ""Promedio=60.39, Reprobadas=7""}]","Promedio=60.39, Reprobadas=7, Tendencia=Mejora",Pendiente,,
367,1,Medio,32.27,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 32.27, ""detalle"": ""Promedio=78.40, Reprobadas=2""}]","Promedio=78.40, Reprobadas=2, Tendencia=Declive",Pendiente,,
372,1,Medio,29.97,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 29.97, ""detalle"": ""Promedio=75.51, Reprobadas=2""}]","Promedio=75.51, Reprobadas=2, Tendencia=Mejora",Pendiente,,
373,1,Critico,96.26,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 96.26, ""detalle"": ""Promedio=61.41, Reprobadas=7""}]","Promedio=61.41, Reprobadas=7, Tendencia=Mejora",Pendiente,,
375,1,Medio,35.93,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 35.93, ""detalle"": ""Promedio=84.59, Reprobadas=2""}]","Promedio=84.59, Reprobadas=2, Tendencia=Mejora",Pendiente,,
376,1,Medio,48.16,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 48.16, ""detalle"": ""Promedio=79.29, Reprobadas=3""}]","Promedio=79.29, Reprobadas=3, Tendencia=Mejora",Pendiente,,
377,1,Bajo,22.8,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 22.8, ""detalle"": ""Promedio=74.02, Reprobadas=1""}]","Promedio=74.02, Reprobadas=1, Tendencia=Declive",Pendiente,,
378,1,Critico,99.0,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 99.0, ""detalle"": ""Promedio=60.84, Reprobadas=8""}]","Promedio=60.84, Reprobadas=8, Tendencia=Mejora",Pendiente,,
381,1,Bajo,17.77,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 17.77, ""detalle"": ""Promedio=80.41, Reprobadas=0""}]","Promedio=80.41, Reprobadas=0, Tendencia=Mejora",Pendiente,,
383,1,Critico,99.0,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 99.0, ""detalle"": ""Promedio=61.13, Reprobadas=7""}]","Promedio=61.13, Reprobadas=7, Tendencia=Declive",Pendiente,,
384,1,Medio,48.16,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 48.16, ""detalle"": ""Promedio=64.91, Reprobadas=3""}]","Promedio=64.91, Reprobadas=3, Tendencia=Mejora",Pendiente,,
390,1,Medio,33.47,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 33.47, ""detalle"": ""Promedio=78.11, Reprobadas=1""}]","Promedio=78.11, Reprobadas=1, Tendencia=Declive",Pendiente,,
391,1,Alto,71.84,Predicción sintética: riesgo Alto,Programar seguimiento académico prioritario y contacto con el alumno dentro de 48 horas.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 71.84, ""detalle"": ""Promedio=75.44, Reprobadas=4""}]","Promedio=75.44, Reprobadas=4, Tendencia=Declive",Pendiente,,
393,1,Bajo,13.69,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 13.69, ""detalle"": ""Promedio=83.62, Reprobadas=1""}]","Promedio=83.62, Reprobadas=1, Tendencia=Mejora",Pendiente,,
397,1,Medio,28.86,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 28.86, ""detalle"": ""Promedio=71.70, Reprobadas=3""}]","Promedio=71.70, Reprobadas=3, Tendencia=Mejora",Pendiente,,
399,1,Bajo,20.16,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 20.16, ""detalle"": ""Promedio=78.66, Reprobadas=2""}]","Promedio=78.66, Reprobadas=2, Tendencia=Mejora",Pendiente,,
400,1,Bajo,13.69,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 13.69, ""detalle"": ""Promedio=75.60, Reprobadas=1""}]","Promedio=75.60, Reprobadas=1, Tendencia=Mejora",Pendiente,,
404,1,Medio,39.82,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 39.82, ""detalle"": ""Promedio=71.89, Reprobadas=1""}]","Promedio=71.89, Reprobadas=1, Tendencia=Declive",Pendiente,,
405,1,Bajo,9.1,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 9.1, ""detalle"": ""Promedio=78.45, Reprobadas=0""}]","Promedio=78.45, Reprobadas=0, Tendencia=Mejora",Pendiente,,
406,1,Medio,39.82,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 39.82, ""detalle"": ""Promedio=70.46, Reprobadas=4""}]","Promedio=70.46, Reprobadas=4, Tendencia=Mejora",Pendiente,,
409,1,Bajo,13.69,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 13.69, ""detalle"": ""Promedio=84.13, Reprobadas=1""}]","Promedio=84.13, Reprobadas=1, Tendencia=Mejora",Pendiente,,
410,1,Bajo,24.7,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 24.7, ""detalle"": ""Promedio=78.63, Reprobadas=2""}]","Promedio=78.63, Reprobadas=2, Tendencia=Mejora",Pendiente,,
412,1,Medio,32.27,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 32.27, ""detalle"": ""Promedio=78.88, Reprobadas=2""}]","Promedio=78.88, Reprobadas=2, Tendencia=Declive",Pendiente,,
413,1,Bajo,17.77,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 17.77, ""detalle"": ""Promedio=84.42, Reprobadas=0""}]","Promedio=84.42, Reprobadas=0, Tendencia=Mejora",Pendiente,,
417,1,Medio,39.82,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 39.82, ""detalle"": ""Promedio=67.23, Reprobadas=4""}]","Promedio=67.23, Reprobadas=4, Tendencia=Mejora",Pendiente,,
422,1,Medio,43.9,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 43.9, ""detalle"": ""Promedio=74.08, Reprobadas=3""}]","Promedio=74.08, Reprobadas=3, Tendencia=Declive",Pendiente,,
423,1,Bajo,9.1,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 9.1, ""detalle"": ""Promedio=80.72, Reprobadas=0""}]","Promedio=80.72, Reprobadas=0, Tendencia=Mejora",Pendiente,,
424,1,Bajo,13.69,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 13.69, ""detalle"": ""Promedio=84.02, Reprobadas=1""}]","Promedio=84.02, Reprobadas=1, Tendencia=Mejora",Pendiente,,
426,1,Bajo,17.77,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 17.77, ""detalle"": ""Promedio=77.99, Reprobadas=0""}]","Promedio=77.99, Reprobadas=0, Tendencia=Mejora",Pendiente,,
428,1,Bajo,17.77,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 17.77, ""detalle"": ""Promedio=85.80, Reprobadas=0""}]","Promedio=85.80, Reprobadas=0, Tendencia=Mejora",Pendiente,,
429,1,Bajo,13.69,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 13.69, ""detalle"": ""Promedio=81.55, Reprobadas=1""}]","Promedio=81.55, Reprobadas=1, Tendencia=Mejora",Pendiente,,
433,1,Alto,74.7,Predicción sintética: riesgo Alto,Programar seguimiento académico prioritario y contacto con el alumno dentro de 48 horas.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 74.7, ""detalle"": ""Promedio=68.06, Reprobadas=5""}]","Promedio=68.06, Reprobadas=5, Tendencia=Mejora",Pendiente,,
434,1,Medio,25.7,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 25.7, ""detalle"": ""Promedio=74.08, Reprobadas=1""}]","Promedio=74.08, Reprobadas=1, Tendencia=Mejora",Pendiente,,
437,1,Critico,99.0,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 99.0, ""detalle"": ""Promedio=56.89, Reprobadas=6""}]","Promedio=56.89, Reprobadas=6, Tendencia=Declive",Pendiente,,
438,1,Medio,39.82,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 39.82, ""detalle"": ""Promedio=76.03, Reprobadas=1""}]","Promedio=76.03, Reprobadas=1, Tendencia=Declive",Pendiente,,
444,1,Alto,52.54,Predicción sintética: riesgo Alto,Programar seguimiento académico prioritario y contacto con el alumno dentro de 48 horas.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 52.54, ""detalle"": ""Promedio=75.51, Reprobadas=2""}]","Promedio=75.51, Reprobadas=2, Tendencia=Declive",Pendiente,,
445,1,Bajo,13.69,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 13.69, ""detalle"": ""Promedio=85.53, Reprobadas=1""}]","Promedio=85.53, Reprobadas=1, Tendencia=Mejora",Pendiente,,
449,1,Bajo,13.69,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 13.69, ""detalle"": ""Promedio=85.51, Reprobadas=1""}]","Promedio=85.51, Reprobadas=1, Tendencia=Mejora",Pendiente,,
455,1,Medio,32.27,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 32.27, ""detalle"": ""Promedio=79.29, Reprobadas=2""}]","Promedio=79.29, Reprobadas=2, Tendencia=Declive",Pendiente,,
456,1,Medio,28.86,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 28.86, ""detalle"": ""Promedio=73.23, Reprobadas=3""}]","Promedio=73.23, Reprobadas=3, Tendencia=Mejora",Pendiente,,
460,1,Critico,86.53,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 86.53, ""detalle"": ""Promedio=66.18, Reprobadas=6""}]","Promedio=66.18, Reprobadas=6, Tendencia=Mejora",Pendiente,,
462,1,Alto,74.7,Predicción sintética: riesgo Alto,Programar seguimiento académico prioritario y contacto con el alumno dentro de 48 horas.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 74.7, ""detalle"": ""Promedio=64.60, Reprobadas=5""}]","Promedio=64.60, Reprobadas=5, Tendencia=Estable",Pendiente,,
463,1,Medio,35.93,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 35.93, ""detalle"": ""Promedio=71.50, Reprobadas=2""}]","Promedio=71.50, Reprobadas=2, Tendencia=Mejora",Pendiente,,
465,1,Bajo,20.16,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 20.16, ""detalle"": ""Promedio=77.06, Reprobadas=2""}]","Promedio=77.06, Reprobadas=2, Tendencia=Mejora",Pendiente,,
467,1,Bajo,13.69,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 13.69, ""detalle"": ""Promedio=91.91, Reprobadas=1""}]","Promedio=91.91, Reprobadas=1, Tendencia=Mejora",Pendiente,,
472,1,Critico,94.3,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 94.3, ""detalle"": ""Promedio=62.54, Reprobadas=6""}]","Promedio=62.54, Reprobadas=6, Tendencia=Declive",Pendiente,,
480,1,Medio,35.93,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 35.93, ""detalle"": ""Promedio=78.76, Reprobadas=2""}]","Promedio=78.76, Reprobadas=2, Tendencia=Mejora",Pendiente,,
484,1,Bajo,9.1,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 9.1, ""detalle"": ""Promedio=75.28, Reprobadas=0""}]","Promedio=75.28, Reprobadas=0, Tendencia=Mejora",Pendiente,,
485,1,Bajo,9.1,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 9.1, ""detalle"": ""Promedio=94.39, Reprobadas=0""}]","Promedio=94.39, Reprobadas=0, Tendencia=Mejora",Pendiente,,
486,1,Alto,57.0,Predicción sintética: riesgo Alto,Programar seguimiento académico prioritario y contacto con el alumno dentro de 48 horas.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 57.0, ""detalle"": ""Promedio=65.66, Reprobadas=4""}]","Promedio=65.66, Reprobadas=4, Tendencia=Declive",Pendiente,,
487,1,Critico,78.84,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 78.84, ""detalle"": ""Promedio=66.44, Reprobadas=7""}]","Promedio=66.44, Reprobadas=7, Tendencia=Mejora",Pendiente,,
490,1,Alto,74.7,Predicción sintética: riesgo Alto,Programar seguimiento académico prioritario y contacto con el alumno dentro de 48 horas.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 74.7, ""detalle"": ""Promedio=67.33, Reprobadas=5""}]","Promedio=67.33, Reprobadas=5, Tendencia=Mejora",Pendiente,,
491,1,Alto,58.5,Predicción sintética: riesgo Alto,Programar seguimiento académico prioritario y contacto con el alumno dentro de 48 horas.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 58.5, ""detalle"": ""Promedio=71.86, Reprobadas=3""}]","Promedio=71.86, Reprobadas=3, Tendencia=Declive",Pendiente,,
493,1,Bajo,20.16,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 20.16, ""detalle"": ""Promedio=76.60, Reprobadas=2""}]","Promedio=76.60, Reprobadas=2, Tendencia=Mejora",Pendiente,,
498,1,Critico,78.84,Predicción sintética: riesgo Critico,"Canalizar de inmediato a tutoría, coordinación y control escolar.",0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 78.84, ""detalle"": ""Promedio=69.78, Reprobadas=7""}]","Promedio=69.78, Reprobadas=7, Tendencia=Mejora",Pendiente,,
500,1,Medio,32.27,Predicción sintética: riesgo Medio,Monitorear el desempeño y reforzar acompañamiento académico preventivo.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 32.27, ""detalle"": ""Promedio=72.48, Reprobadas=2""}]","Promedio=72.48, Reprobadas=2, Tendencia=Declive",Pendiente,,
503,1,Bajo,9.1,Predicción sintética: riesgo Bajo,Mantener seguimiento normal y reforzar hábitos de estudio.,0,synthetic-v1,"[{""factor"": ""Generaci\u00f3n sint\u00e9tica"", ""peso"": 9.1, ""detalle"": ""Promedio=81.61, Reprobadas=0""}]","Promedio=81.61, Reprobadas=0, Tendencia=Mejora",Pendiente,,
